Epoch,Discriminator_Real_Img_Dicision,Discriminator_Fake_Img_Dicision,Discriminator_Loss,Generator_Loss
59,"tf.Tensor(
[[ 2.9287727 ]
 [-0.35770497]
 [ 0.4430965 ]
 [ 3.098432  ]
 [ 4.1740193 ]
 [ 3.4501727 ]
 [ 5.453883  ]
 [ 2.8613956 ]
 [ 3.6361887 ]
 [23.197727  ]
 [-0.56608266]
 [ 6.1020255 ]
 [ 6.110778  ]
 [ 6.4650493 ]
 [ 2.9765882 ]
 [-2.8055046 ]], shape=(16, 1), dtype=float32)",-6.02853536605835,0.34916502237319946,6.030941486358643
60,"tf.Tensor(
[[ 3.7646441e+00]
 [-3.0879825e-03]
 [ 2.5388973e+00]
 [ 3.0834451e-02]
 [ 6.2691116e+00]
 [ 3.3914325e+00]
 [ 2.4723845e+00]
 [ 2.3226457e+00]
 [ 2.5825064e+00]
 [ 7.0307860e+00]
 [ 5.5939050e+00]
 [ 1.3197534e+01]
 [ 1.6700572e+00]
 [ 1.7538435e+01]
 [ 8.2498807e-01]
 [-3.1187260e-01]], shape=(16, 1), dtype=float32)",-1.8584553003311157,0.342109739780426,2.0033459663391113
61,"tf.Tensor(
[[ 1.8195627 ]
 [ 4.096478  ]
 [ 2.7480826 ]
 [ 0.8610395 ]
 [ 1.7122309 ]
 [ 1.7602448 ]
 [ 1.3341146 ]
 [ 2.4513547 ]
 [15.688368  ]
 [-0.2744474 ]
 [ 2.401938  ]
 [ 0.29425913]
 [ 5.4560785 ]
 [ 0.28667513]
 [ 1.7183948 ]
 [ 6.138545  ]], shape=(16, 1), dtype=float32)",-4.852592945098877,0.22259807586669922,4.860370635986328
62,"tf.Tensor(
[[ 3.5716703 ]
 [ 7.3482957 ]
 [ 8.5145645 ]
 [ 4.860474  ]
 [ 2.248545  ]
 [ 0.7424782 ]
 [13.4534855 ]
 [ 6.4288654 ]
 [ 4.9906282 ]
 [ 0.40000078]
 [ 0.01812308]
 [ 2.1237926 ]
 [ 2.1472578 ]
 [ 0.34435105]
 [ 2.0240963 ]
 [ 4.0449924 ]], shape=(16, 1), dtype=float32)",-4.013696193695068,0.18240772187709808,4.031601428985596
63,"tf.Tensor(
[[ 8.70024   ]
 [-2.3244295 ]
 [-0.34635562]
 [15.050401  ]
 [ 2.5046382 ]
 [-2.6335301 ]
 [14.730205  ]
 [-1.8458086 ]
 [-0.69839513]
 [ 9.569279  ]
 [ 5.1164656 ]
 [ 1.6833167 ]
 [ 1.5744735 ]
 [ 5.1742787 ]
 [-2.406795  ]
 [10.361232  ]], shape=(16, 1), dtype=float32)",-7.815796375274658,0.752812922000885,7.816199779510498
64,"tf.Tensor(
[[ 1.3633323 ]
 [-0.48559028]
 [ 0.76749563]
 [ 3.4470823 ]
 [ 8.070076  ]
 [ 1.3177962 ]
 [ 3.0978832 ]
 [ 1.9409056 ]
 [ 2.698875  ]
 [ 1.1325672 ]
 [ 4.397598  ]
 [ 5.0559955 ]
 [ 3.6879017 ]
 [ 6.052644  ]
 [ 1.1401958 ]
 [ 7.721796  ]], shape=(16, 1), dtype=float32)",-4.483842849731445,0.1793108731508255,4.49506950378418
65,"tf.Tensor(
[[11.29635   ]
 [ 0.61865276]
 [ 5.212682  ]
 [ 7.587719  ]
 [-0.25819933]
 [ 4.11819   ]
 [ 2.2802923 ]
 [ 0.4816097 ]
 [ 0.5592243 ]
 [-0.43913698]
 [18.851805  ]
 [ 6.525881  ]
 [ 5.5750046 ]
 [ 0.10741848]
 [ 5.384158  ]
 [ 1.8776535 ]], shape=(16, 1), dtype=float32)",-5.323948860168457,0.257597416639328,5.328810691833496
66,"tf.Tensor(
[[20.774538  ]
 [ 3.7341545 ]
 [ 0.16257295]
 [-2.2094026 ]
 [ 0.07491976]
 [ 6.731885  ]
 [ 5.4195995 ]
 [ 4.11973   ]
 [ 0.9770075 ]
 [-0.18921755]
 [ 0.3892773 ]
 [ 0.35686317]
 [ 6.6936255 ]
 [-3.3536513 ]
 [10.336825  ]
 [-0.03826188]], shape=(16, 1), dtype=float32)",-4.284744739532471,0.6319199800491333,4.298428058624268
67,"tf.Tensor(
[[ 2.8877795 ]
 [ 4.0718584 ]
 [ 3.8123085 ]
 [ 4.5265956 ]
 [ 3.5068915 ]
 [ 0.56967384]
 [11.761594  ]
 [ 3.157683  ]
 [ 1.0700123 ]
 [ 2.5983446 ]
 [ 3.7887893 ]
 [ 2.9401622 ]
 [ 3.5181365 ]
 [ 1.4233308 ]
 [ 1.920435  ]
 [ 1.4805326 ]], shape=(16, 1), dtype=float32)",-5.478623867034912,0.10733029246330261,5.482790470123291
68,"tf.Tensor(
[[ 1.0060061 ]
 [ 2.6494534 ]
 [ 1.1246561 ]
 [ 1.9481908 ]
 [ 7.6661625 ]
 [ 0.6253339 ]
 [ 4.1192346 ]
 [-1.1106633 ]
 [-1.2858194 ]
 [-0.15434957]
 [ 2.3334284 ]
 [-0.59350014]
 [24.5776    ]
 [ 2.273049  ]
 [12.174748  ]
 [ 5.1367807 ]], shape=(16, 1), dtype=float32)",-3.761444091796875,0.40847617387771606,3.784428119659424
69,"tf.Tensor(
[[ 8.215527  ]
 [ 0.23838875]
 [-1.5206105 ]
 [-1.8984437 ]
 [ 6.857333  ]
 [ 2.4764366 ]
 [ 1.074496  ]
 [ 5.1253214 ]
 [ 5.181626  ]
 [ 3.9169004 ]
 [ 1.9062337 ]
 [ 2.6910255 ]
 [ 3.3788645 ]
 [ 2.4103663 ]
 [ 0.6959657 ]
 [ 2.7561998 ]], shape=(16, 1), dtype=float32)",-5.601190567016602,0.3495739698410034,5.60487699508667
70,"tf.Tensor(
[[12.061281  ]
 [-0.06515095]
 [ 1.1649729 ]
 [-0.8062366 ]
 [13.71033   ]
 [-1.4387738 ]
 [ 3.6124842 ]
 [ 0.43789956]
 [-0.7174459 ]
 [ 2.2804494 ]
 [ 2.1964011 ]
 [ 0.10279905]
 [ 6.6283903 ]
 [ 1.3834492 ]
 [ 2.1009355 ]
 [ 0.02957892]], shape=(16, 1), dtype=float32)",-7.927891254425049,0.45842689275741577,7.92825174331665
71,"tf.Tensor(
[[14.640283  ]
 [ 0.7961351 ]
 [ 1.9773425 ]
 [ 4.293897  ]
 [ 2.5003667 ]
 [ 0.84674966]
 [ 0.12222004]
 [10.802826  ]
 [ 3.675469  ]
 [-1.5507675 ]
 [ 5.492685  ]
 [ 2.5958257 ]
 [ 3.5901437 ]
 [ 1.5466315 ]
 [ 2.1111746 ]
 [-0.5057329 ]], shape=(16, 1), dtype=float32)",-5.96885871887207,0.2989012598991394,5.971412658691406
72,"tf.Tensor(
[[6.945606 ]
 [4.6846294]
 [5.7661724]
 [6.339665 ]
 [2.466263 ]
 [6.2979   ]
 [2.7946491]
 [2.8890705]
 [3.1534805]
 [4.8392844]
 [4.6396623]
 [4.7313905]
 [4.025746 ]
 [0.5369284]
 [2.004011 ]
 [5.554951 ]], shape=(16, 1), dtype=float32)",-3.9723477363586426,0.07416893541812897,3.991001844406128
73,"tf.Tensor(
[[24.990204 ]
 [ 2.929749 ]
 [ 1.8799565]
 [ 5.40328  ]
 [ 6.1097326]
 [ 3.4854743]
 [16.688803 ]
 [10.812562 ]
 [10.084101 ]
 [ 1.6331111]
 [ 3.369533 ]
 [ 1.4630369]
 [ 2.9573798]
 [ 3.8715656]
 [13.942716 ]
 [ 4.152416 ]], shape=(16, 1), dtype=float32)",-5.05357027053833,0.05251428484916687,5.0599365234375
74,"tf.Tensor(
[[ 7.7668204 ]
 [ 6.8546286 ]
 [14.041401  ]
 [-0.35098177]
 [11.0602045 ]
 [ 3.5670366 ]
 [ 1.8467585 ]
 [ 1.5100266 ]
 [ 3.042919  ]
 [15.63012   ]
 [-1.275262  ]
 [ 9.742697  ]
 [13.463047  ]
 [ 2.7587893 ]
 [ 2.6858208 ]
 [19.450008  ]], shape=(16, 1), dtype=float32)",-6.187305927276611,0.18674236536026,6.189359188079834
75,"tf.Tensor(
[[ 0.93301785]
 [10.342739  ]
 [ 3.834793  ]
 [ 0.7515016 ]
 [ 0.55423903]
 [ 4.040173  ]
 [ 1.7396169 ]
 [ 1.9213378 ]
 [ 3.6821742 ]
 [ 4.088035  ]
 [ 2.9335608 ]
 [16.998743  ]
 [ 2.6266575 ]
 [ 2.296721  ]
 [17.849512  ]
 [ 0.02370242]], shape=(16, 1), dtype=float32)",-4.972529888153076,0.1600063145160675,4.979431629180908
76,"tf.Tensor(
[[ 1.0341239 ]
 [ 3.7852235 ]
 [ 1.8949375 ]
 [ 4.949824  ]
 [-1.1216238 ]
 [16.772886  ]
 [20.046154  ]
 [14.749305  ]
 [ 1.7885141 ]
 [ 4.1521487 ]
 [ 3.4961488 ]
 [23.637215  ]
 [ 1.1529613 ]
 [ 6.6417537 ]
 [ 0.14174888]
 [-0.56195664]], shape=(16, 1), dtype=float32)",-1.914137601852417,0.3869955241680145,2.051696300506592
77,"tf.Tensor(
[[ 6.031441  ]
 [ 9.238731  ]
 [ 3.449411  ]
 [ 4.5181007 ]
 [11.447387  ]
 [ 4.4606776 ]
 [ 8.724103  ]
 [11.982349  ]
 [ 2.420714  ]
 [21.138039  ]
 [ 7.0187297 ]
 [ 1.7068596 ]
 [-0.83698285]
 [ 0.9792585 ]
 [ 1.6635638 ]
 [ 6.8305364 ]], shape=(16, 1), dtype=float32)",-2.822889804840088,0.1826888620853424,2.880624532699585
78,"tf.Tensor(
[[ 1.831701  ]
 [15.677804  ]
 [ 6.2546616 ]
 [ 2.2820728 ]
 [ 9.071852  ]
 [ 5.7136307 ]
 [ 4.5853596 ]
 [ 4.2718954 ]
 [ 1.68932   ]
 [ 5.0185533 ]
 [ 1.2610643 ]
 [-0.7618019 ]
 [-0.59072393]
 [ 4.3785253 ]
 [ 1.8101697 ]
 [ 8.2533045 ]], shape=(16, 1), dtype=float32)",-4.753584384918213,0.19866256415843964,4.7621684074401855
79,"tf.Tensor(
[[ 2.2674642 ]
 [ 3.7003899 ]
 [-0.97581685]
 [15.894784  ]
 [ 2.2103493 ]
 [ 3.406276  ]
 [ 4.577419  ]
 [ 8.826947  ]
 [18.45084   ]
 [ 7.9384046 ]
 [ 3.834052  ]
 [ 4.4052396 ]
 [12.505772  ]
 [ 4.595306  ]
 [ 4.324182  ]
 [ 2.8156445 ]], shape=(16, 1), dtype=float32)",-4.816673278808594,0.11311767995357513,4.824734210968018
80,"tf.Tensor(
[[20.200495  ]
 [14.432567  ]
 [ 3.5033205 ]
 [ 6.9575896 ]
 [ 3.5993757 ]
 [ 6.391859  ]
 [ 3.8112395 ]
 [-1.6454866 ]
 [-0.6919042 ]
 [-4.9880176 ]
 [ 5.719594  ]
 [13.670556  ]
 [ 3.578015  ]
 [ 4.6122475 ]
 [-1.0477638 ]
 [-0.15786557]], shape=(16, 1), dtype=float32)",-5.5650200843811035,0.6388170719146729,5.56884241104126
81,"tf.Tensor(
[[ 7.0486364 ]
 [ 0.31167498]
 [-2.5886056 ]
 [ 1.6170727 ]
 [-1.2521442 ]
 [-3.313946  ]
 [ 5.048932  ]
 [11.897521  ]
 [ 0.12195493]
 [ 4.4910016 ]
 [-1.9609917 ]
 [ 0.3570023 ]
 [-0.6488371 ]
 [10.496233  ]
 [18.14714   ]
 [ 0.83214194]], shape=(16, 1), dtype=float32)",-2.4381794929504395,0.8931483030319214,2.521895170211792
82,"tf.Tensor(
[[ 1.2452214 ]
 [-0.97602135]
 [ 2.9240787 ]
 [-1.3040868 ]
 [ 2.381294  ]
 [21.85388   ]
 [18.835539  ]
 [ 8.724147  ]
 [ 9.698046  ]
 [ 4.019223  ]
 [-2.2148757 ]
 [ 3.969805  ]
 [ 4.6051407 ]
 [20.288187  ]
 [ 5.1901608 ]
 [-3.289214  ]], shape=(16, 1), dtype=float32)",-4.55280876159668,0.5686245560646057,4.563291072845459
83,"tf.Tensor(
[[ 5.6431236]
 [ 5.373245 ]
 [18.050945 ]
 [17.203405 ]
 [15.64083  ]
 [ 7.1334963]
 [ 2.10683  ]
 [ 1.8087704]
 [ 3.115313 ]
 [ 3.0804002]
 [ 4.657498 ]
 [ 4.12541  ]
 [ 1.6260034]
 [-0.7845605]
 [ 1.0011239]
 [ 1.9055443]], shape=(16, 1), dtype=float32)",-4.985409259796143,0.14312338829040527,4.992222785949707
84,"tf.Tensor(
[[ 7.5544167 ]
 [ 3.2013888 ]
 [23.701675  ]
 [ 7.135446  ]
 [ 4.2751675 ]
 [ 5.627465  ]
 [-0.7790618 ]
 [ 1.2207166 ]
 [-0.58393884]
 [-1.8814334 ]
 [ 3.6877053 ]
 [21.638866  ]
 [14.53712   ]
 [-1.0665463 ]
 [ 7.2885113 ]
 [ 6.0311203 ]], shape=(16, 1), dtype=float32)",-3.6021487712860107,0.39654994010925293,3.6290488243103027
85,"tf.Tensor(
[[ 5.483631  ]
 [ 7.383928  ]
 [ 4.2614937 ]
 [ 8.896555  ]
 [ 6.827029  ]
 [ 8.1078    ]
 [ 5.033     ]
 [19.351046  ]
 [ 4.525781  ]
 [ 3.3498251 ]
 [ 4.5678535 ]
 [ 7.6395516 ]
 [12.814765  ]
 [11.427322  ]
 [ 0.45425516]
 [ 3.9218295 ]], shape=(16, 1), dtype=float32)",-5.179129600524902,0.04274662956595421,5.184746742248535
86,"tf.Tensor(
[[ 2.3679814 ]
 [ 2.3685856 ]
 [ 1.2766148 ]
 [ 3.6874175 ]
 [ 7.138122  ]
 [-0.13153607]
 [ 2.2527695 ]
 [ 3.070116  ]
 [ 3.1977878 ]
 [ 4.6617956 ]
 [ 2.6479585 ]
 [ 3.6899438 ]
 [ 5.1124196 ]
 [ 3.6844423 ]
 [ 7.8640456 ]
 [16.802027  ]], shape=(16, 1), dtype=float32)",-1.0918937921524048,0.3850349187850952,1.3812596797943115
87,"tf.Tensor(
[[21.269075  ]
 [-2.0650656 ]
 [ 8.452291  ]
 [ 4.336386  ]
 [ 4.108566  ]
 [12.228278  ]
 [ 5.563685  ]
 [ 0.37753892]
 [-0.23683563]
 [-0.59621835]
 [ 3.8640919 ]
 [ 2.1615582 ]
 [ 3.9713845 ]
 [ 2.9055383 ]
 [ 1.1611327 ]
 [ 3.3347745 ]], shape=(16, 1), dtype=float32)",-3.072930097579956,0.3641592860221863,3.118176221847534
88,"tf.Tensor(
[[ 7.024038 ]
 [ 4.48523  ]
 [ 7.6250186]
 [ 1.8635845]
 [ 3.6614246]
 [ 9.217809 ]
 [ 4.666304 ]
 [15.846669 ]
 [ 5.5596433]
 [22.920439 ]
 [ 2.050631 ]
 [-1.0522766]
 [ 3.8665266]
 [ 5.0881977]
 [ 3.7316928]
 [ 6.925361 ]], shape=(16, 1), dtype=float32)",-1.9718953371047974,0.23780453205108643,2.10221529006958
89,"tf.Tensor(
[[-2.5868824 ]
 [ 3.2987585 ]
 [ 2.8991082 ]
 [-0.12040713]
 [ 0.32581487]
 [ 1.2692801 ]
 [ 1.4386896 ]
 [ 7.774605  ]
 [ 1.9812995 ]
 [18.87761   ]
 [ 1.3067417 ]
 [17.60437   ]
 [ 3.8113182 ]
 [18.98387   ]
 [-0.18737212]
 [ 1.0074067 ]], shape=(16, 1), dtype=float32)",-5.84788179397583,0.37800726294517517,5.85076379776001
90,"tf.Tensor(
[[ 2.2985713]
 [19.793337 ]
 [ 2.097689 ]
 [ 0.9033627]
 [ 5.8810225]
 [ 4.672998 ]
 [ 2.2254817]
 [11.534819 ]
 [ 3.992623 ]
 [ 9.194321 ]
 [ 5.732848 ]
 [ 5.1634007]
 [12.068158 ]
 [ 7.576169 ]
 [12.848482 ]
 [ 5.7328672]], shape=(16, 1), dtype=float32)",-4.827887058258057,0.051557574421167374,4.8358588218688965
91,"tf.Tensor(
[[ 7.8593936 ]
 [ 4.538851  ]
 [ 8.59275   ]
 [20.146275  ]
 [ 0.99164414]
 [12.8649    ]
 [-1.6454892 ]
 [12.647389  ]
 [ 4.778297  ]
 [ 0.61027086]
 [ 3.2804997 ]
 [ 6.502492  ]
 [-1.275116  ]
 [ 4.7169585 ]
 [ 5.7272677 ]
 [ 4.3167343 ]], shape=(16, 1), dtype=float32)",-3.659040689468384,0.28644245862960815,3.684471845626831
92,"tf.Tensor(
[[ 2.9036226 ]
 [ 5.895425  ]
 [ 2.126621  ]
 [ 0.39456713]
 [23.405312  ]
 [17.349714  ]
 [ 9.788121  ]
 [ 1.5125566 ]
 [22.983053  ]
 [19.146526  ]
 [11.019228  ]
 [ 1.7013848 ]
 [12.914953  ]
 [22.001238  ]
 [ 5.4097347 ]
 [-0.447662  ]], shape=(16, 1), dtype=float32)",-3.979933977127075,0.14332924783229828,3.998448371887207
93,"tf.Tensor(
[[11.434746  ]
 [-1.3420262 ]
 [ 0.75631386]
 [ 5.425775  ]
 [-0.64235264]
 [ 3.442502  ]
 [ 0.69106466]
 [-0.83949727]
 [ 2.166109  ]
 [ 5.0173006 ]
 [-0.7039501 ]
 [ 0.9138509 ]
 [ 5.501485  ]
 [ 3.0790691 ]
 [ 2.689931  ]
 [-2.5095203 ]], shape=(16, 1), dtype=float32)",-4.524598598480225,0.5686036944389343,4.535379409790039
94,"tf.Tensor(
[[ 3.1367006]
 [11.9045315]
 [20.147182 ]
 [ 3.8074396]
 [19.407198 ]
 [23.18103  ]
 [ 1.5518086]
 [-0.5993219]
 [ 1.9895885]
 [ 1.3448992]
 [ 3.9613864]
 [ 2.0055304]
 [ 4.060484 ]
 [18.809618 ]
 [ 2.1589415]
 [ 9.891112 ]], shape=(16, 1), dtype=float32)",-5.336770534515381,0.12510934472084045,5.3415703773498535
95,"tf.Tensor(
[[-2.229248  ]
 [ 0.30978864]
 [-1.1866109 ]
 [12.035884  ]
 [20.587372  ]
 [ 2.8756857 ]
 [ 3.146627  ]
 [ 0.57387483]
 [ 0.42480665]
 [ 2.1863053 ]
 [ 4.9565926 ]
 [ 1.2098728 ]
 [ 6.0035505 ]
 [15.752276  ]
 [ 2.9027038 ]
 [14.792302  ]], shape=(16, 1), dtype=float32)",-2.326003313064575,0.4564496874809265,2.4192070960998535
96,"tf.Tensor(
[[-0.40543753]
 [ 3.6973708 ]
 [ 8.89301   ]
 [ 1.5760667 ]
 [ 1.0295051 ]
 [ 1.4894512 ]
 [ 3.8078005 ]
 [ 2.5757902 ]
 [-1.7450225 ]
 [ 6.0494843 ]
 [ 1.586837  ]
 [-0.06565954]
 [-2.4533904 ]
 [ 1.0602407 ]
 [ 1.0054922 ]
 [ 1.0035774 ]], shape=(16, 1), dtype=float32)",-3.652357578277588,0.5263047814369202,3.677957057952881
97,"tf.Tensor(
[[20.209202  ]
 [11.401545  ]
 [14.6362    ]
 [ 2.6196537 ]
 [ 1.2257178 ]
 [ 0.09831971]
 [ 0.05564731]
 [22.234571  ]
 [ 1.068759  ]
 [14.461307  ]
 [ 7.4030704 ]
 [ 3.4724205 ]
 [ 2.6565747 ]
 [15.738434  ]
 [ 5.4408712 ]
 [ 2.3181722 ]], shape=(16, 1), dtype=float32)",-3.614405632019043,0.15976892411708832,3.640982151031494
98,"tf.Tensor(
[[ 0.7980891 ]
 [ 3.0057607 ]
 [13.515725  ]
 [ 7.7632995 ]
 [ 1.2782048 ]
 [26.36121   ]
 [ 8.698397  ]
 [ 4.135279  ]
 [-0.77447546]
 [-1.3205997 ]
 [-0.06436716]
 [-0.30793378]
 [ 0.07021113]
 [ 1.9448665 ]
 [ 1.3705467 ]
 [25.255678  ]], shape=(16, 1), dtype=float32)",-5.6551361083984375,0.3782672882080078,5.658629417419434
99,"tf.Tensor(
[[ 2.6078975 ]
 [ 0.8946022 ]
 [ 1.9314654 ]
 [ 1.894319  ]
 [16.41535   ]
 [-0.64242816]
 [-0.18102202]
 [ 2.8054538 ]
 [-1.560853  ]
 [ 0.195775  ]
 [ 3.2885623 ]
 [-1.0011544 ]
 [-0.93515825]
 [18.696098  ]
 [-3.0633035 ]
 [ 5.6867867 ]], shape=(16, 1), dtype=float32)",-4.9480133056640625,0.6746789216995239,4.955085754394531
100,"tf.Tensor(
[[13.697708  ]
 [ 3.8185058 ]
 [ 0.9604125 ]
 [12.902098  ]
 [-1.6210155 ]
 [14.009604  ]
 [ 7.0510635 ]
 [-1.4489671 ]
 [ 2.5638962 ]
 [ 4.267852  ]
 [-0.97800803]
 [19.267466  ]
 [ 5.712558  ]
 [ 5.405529  ]
 [ 3.3950195 ]
 [ 4.146917  ]], shape=(16, 1), dtype=float32)",-7.672928810119629,0.3285744786262512,7.673393726348877
101,"tf.Tensor(
[[ 6.1035542]
 [ 6.509955 ]
 [ 2.4736984]
 [ 4.989902 ]
 [ 5.165024 ]
 [ 9.231991 ]
 [ 7.0577583]
 [17.679117 ]
 [ 1.526097 ]
 [18.403133 ]
 [ 7.3169146]
 [ 9.050916 ]
 [ 2.9566185]
 [ 2.007362 ]
 [ 3.6413507]
 [ 2.8246217]], shape=(16, 1), dtype=float32)",-1.6241332292556763,0.21462538838386536,1.8040205240249634
102,"tf.Tensor(
[[-0.5840289 ]
 [13.219234  ]
 [ 2.9609673 ]
 [ 0.38983992]
 [ 5.3261843 ]
 [ 1.2465632 ]
 [ 5.237076  ]
 [ 0.44398192]
 [ 2.3353722 ]
 [17.857193  ]
 [-0.6931701 ]
 [10.622529  ]
 [12.14006   ]
 [ 3.627087  ]
 [ 2.5436573 ]
 [-1.6404251 ]], shape=(16, 1), dtype=float32)",-2.4468581676483154,0.4245088994503021,2.529879570007324
103,"tf.Tensor(
[[11.373456 ]
 [ 2.5572853]
 [ 2.686489 ]
 [ 4.18784  ]
 [-1.2933551]
 [ 3.469467 ]
 [13.303726 ]
 [ 6.6189322]
 [13.618759 ]
 [15.413682 ]
 [ 4.474611 ]
 [ 0.3107102]
 [ 0.8132366]
 [-0.148781 ]
 [ 2.2485287]
 [ 2.5859196]], shape=(16, 1), dtype=float32)",-3.822089195251465,0.24632425606250763,3.8437352180480957
104,"tf.Tensor(
[[ 1.3126633]
 [ 7.037549 ]
 [11.8426485]
 [ 6.266889 ]
 [15.5794   ]
 [ 2.3935375]
 [ 1.62663  ]
 [ 4.1430254]
 [-1.3342218]
 [ 2.847176 ]
 [ 9.706235 ]
 [19.794819 ]
 [ 8.647466 ]
 [ 4.4427557]
 [ 2.9092784]
 [10.247736 ]], shape=(16, 1), dtype=float32)",-2.537868022918701,0.21438737213611603,2.6139349937438965
105,"tf.Tensor(
[[10.680307  ]
 [-2.4426277 ]
 [ 1.5781124 ]
 [-0.24849747]
 [ 1.942033  ]
 [ 3.1439562 ]
 [ 0.06577583]
 [23.263805  ]
 [-1.4063547 ]
 [ 1.7208419 ]
 [ 7.687771  ]
 [ 1.0027252 ]
 [21.025915  ]
 [ 7.880618  ]
 [ 8.295919  ]
 [ 4.334776  ]], shape=(16, 1), dtype=float32)",-3.7535758018493652,0.4289439916610718,3.7767393589019775
106,"tf.Tensor(
[[ 2.7394831e+00]
 [ 2.8042581e+00]
 [ 1.2709137e+01]
 [-1.2812766e+00]
 [ 4.5214656e-01]
 [ 3.4888291e+00]
 [ 2.2438087e+00]
 [ 6.0716271e+00]
 [-5.5280030e-01]
 [ 2.5381217e+00]
 [ 2.0360000e+00]
 [-1.6368255e-03]
 [ 1.3377084e+00]
 [ 9.4906626e+00]
 [ 9.6684504e-01]
 [ 3.3867738e-01]], shape=(16, 1), dtype=float32)",-6.234227657318115,0.33113396167755127,6.236186981201172
107,"tf.Tensor(
[[ 2.7434537 ]
 [ 2.5807564 ]
 [ 3.7053216 ]
 [17.840714  ]
 [ 4.6575165 ]
 [ 4.9619703 ]
 [ 8.369505  ]
 [ 2.9227784 ]
 [ 7.9888406 ]
 [21.284626  ]
 [-0.3112213 ]
 [ 4.335234  ]
 [ 5.3169303 ]
 [11.248958  ]
 [ 3.8647277 ]
 [ 0.03258772]], shape=(16, 1), dtype=float32)",-3.3379032611846924,0.14773908257484436,3.3727986812591553
108,"tf.Tensor(
[[ 0.34514883]
 [ 8.448278  ]
 [ 5.0148005 ]
 [ 4.8481913 ]
 [13.131275  ]
 [-0.76611906]
 [ 4.897682  ]
 [ 4.0558653 ]
 [-2.633475  ]
 [ 6.4630704 ]
 [ 2.8252957 ]
 [10.825243  ]
 [ 9.850392  ]
 [ 5.265242  ]
 [ 4.2436953 ]
 [ 2.3848357 ]], shape=(16, 1), dtype=float32)",-2.7059099674224854,0.35167720913887024,2.770582437515259
109,"tf.Tensor(
[[ 3.2866814]
 [ 4.852697 ]
 [ 2.2916694]
 [-0.4285274]
 [-2.6706338]
 [ 8.828125 ]
 [-1.8690566]
 [-1.4841394]
 [ 1.7687881]
 [-0.4240919]
 [-3.8261719]
 [ 4.989769 ]
 [-2.766774 ]
 [-3.1027238]
 [ 0.5557631]
 [10.88029  ]], shape=(16, 1), dtype=float32)",-5.084267616271973,1.18598473072052,5.090441703796387
110,"tf.Tensor(
[[ 3.5900857 ]
 [ 3.6775608 ]
 [ 3.9920027 ]
 [ 5.403908  ]
 [ 3.0667672 ]
 [ 3.9758403 ]
 [ 4.024883  ]
 [ 5.417664  ]
 [ 4.5226526 ]
 [ 2.53948   ]
 [ 1.0050821 ]
 [ 7.754399  ]
 [15.045987  ]
 [ 4.854661  ]
 [ 8.270307  ]
 [ 0.20440972]], shape=(16, 1), dtype=float32)",-5.741431713104248,0.07598447799682617,5.744636535644531
111,"tf.Tensor(
[[ 3.2357697]
 [ 2.045729 ]
 [ 2.7539682]
 [ 3.8838782]
 [ 0.8448301]
 [ 2.87883  ]
 [ 8.297084 ]
 [ 4.242257 ]
 [ 1.4502908]
 [ 7.9253473]
 [ 2.7569613]
 [ 9.58743  ]
 [20.938992 ]
 [ 3.1931179]
 [ 0.3002588]
 [ 4.4447365]], shape=(16, 1), dtype=float32)",-3.5570006370544434,0.12485366314649582,3.585125684738159
112,"tf.Tensor(
[[-0.20166835]
 [-0.05327971]
 [ 2.134607  ]
 [18.989182  ]
 [ 2.642858  ]
 [ 0.4114965 ]
 [ 7.2268276 ]
 [10.010386  ]
 [19.109005  ]
 [ 0.80883574]
 [ 5.7435093 ]
 [ 6.640333  ]
 [ 3.186174  ]
 [12.060594  ]
 [ 1.274536  ]
 [ 7.7809196 ]], shape=(16, 1), dtype=float32)",-2.1021971702575684,0.29460763931274414,2.217477321624756
113,"tf.Tensor(
[[ 1.5543147 ]
 [ 3.9604788 ]
 [ 6.210577  ]
 [ 8.450277  ]
 [ 8.351956  ]
 [ 5.562777  ]
 [ 0.85006654]
 [ 3.987627  ]
 [ 4.761594  ]
 [ 1.2758715 ]
 [-0.30599508]
 [-2.632619  ]
 [ 1.2924571 ]
 [ 2.0708194 ]
 [ 3.513832  ]
 [ 4.713153  ]], shape=(16, 1), dtype=float32)",-4.42125129699707,0.31228166818618774,4.433198928833008
114,"tf.Tensor(
[[ 3.6780493 ]
 [ 1.008402  ]
 [ 9.793686  ]
 [ 7.8068075 ]
 [-0.02634291]
 [ 3.3544102 ]
 [13.285663  ]
 [ 1.718813  ]
 [ 5.498856  ]
 [ 4.2770004 ]
 [ 5.2939405 ]
 [ 5.6732    ]
 [ 2.8790548 ]
 [-1.449593  ]
 [ 2.037134  ]
 [ 3.1589644 ]], shape=(16, 1), dtype=float32)",-0.7765304446220398,0.5751616358757019,1.1549663543701172
115,"tf.Tensor(
[[ 5.4395614 ]
 [ 4.004431  ]
 [ 2.0049155 ]
 [11.688008  ]
 [ 2.934963  ]
 [ 3.5519829 ]
 [ 2.8521824 ]
 [ 9.563959  ]
 [ 6.884079  ]
 [ 1.9665082 ]
 [ 0.36134875]
 [ 3.3621402 ]
 [ 6.1619906 ]
 [ 1.6463275 ]
 [ 4.885381  ]
 [ 3.97782   ]], shape=(16, 1), dtype=float32)",-1.441354513168335,0.2863844633102417,1.6537258625030518
